name,check_in,check_out,adults,rooms,address,provider,reviews,rating,price,range
Fairfield Inn & Suites New York Manhattan/Downtown East,12/9/2017,12/10/2017,2,1,"95 Henry Street, New York City, NY 10002",Travelocity,378,4,284,139-503
Holiday Inn Express New York City-Wall Street,12/9/2017,12/10/2017,2,1,"126 Water St, New York City, NY 10005-1615",Expedia.com,518,4,285,149-401
The Hotel @ New York City,12/9/2017,12/10/2017,2,1,"161 Lexington Ave, New York City, NY 10016-7305",AMOMA,"1,649",4,290,118-303
The Gatsby Hotel,12/9/2017,12/10/2017,2,1,"135 East Houston Street, New York City, NY 10002-1018",Booking.com,57,3.5,288,145-396
Courtyard New York Downtown Manhattan / World Trade Center Area,12/9/2017,12/10/2017,2,1,"133 Greenwich Street, New York City, NY 10006-1507",Booking.com,284,4,289,171-530
Dylan Hotel NYC,12/9/2017,12/10/2017,2,1,"52 E 41st St, New York City, NY 10017-6211",Booking.com,905,3.5,289,176-439
Eurostars Wall Street,12/9/2017,12/10/2017,2,1,"129 Front St, New York City, NY 10005-1636",AMOMA,289,3.5,293,126-378
The Frederick Hotel,12/9/2017,12/10/2017,2,1,"95 West Broadway, At Chambers Street, New York City, NY 10007-1151",AMOMA,"1,973",4,295,154-437
The Ridge Hotel,12/9/2017,12/10/2017,2,1,"151 E Houston St, New York City, NY 10002-1004",Booking.com,407,4,297,130-323
The Court – A St Giles Hotel,12/9/2017,12/10/2017,2,1,"130 E 39th St, New York City, NY 10016-0906",Expedia.com,"2,104",4,329,145-408
The Redbury New York,12/9/2017,12/10/2017,2,1,"29 E 29th St, New York City, NY 10016-7902",AMOMA,393,4,349,186-497
Hudson Hotel New York,12/9/2017,12/10/2017,2,1,"358 West 58th Street, New York City, NY 10019-1804",Official Site,"6,597",3.5,368,155-466
Duane Street Hotel,12/9/2017,12/10/2017,2,1,"130 Duane St, New York City, NY 10013-3808",HotelQuickly,640,4.5,367,194-517
Aloft Manhattan Downtown Financial District,12/9/2017,12/10/2017,2,1,"49 Ann St # 53, New York City, NY 10038-2409",Booking.com,195,4,329,156-500
"Smyth, a Thompson Hotel",12/9/2017,12/10/2017,2,1,"85 West Broadway, New York City, NY 10007-1045",Booking.com,504,4.5,525,275-756
Millennium Hilton New York Downtown,12/9/2017,12/10/2017,2,1,"55 Church Street, New York City, NY 10007-2939",Hilton.com,"4,688",4,329,169-557
Hampton Inn Manhattan-Seaport-Financial District,12/9/2017,12/10/2017,2,1,"320 Pearl St, New York City, NY 10038-1604",Hampton.com,"1,070",4,296,154-463
Residence Inn New York Downtown Manhattan/World Trade Center Area,12/9/2017,12/10/2017,2,1,"170 Broadway, at 4 Maiden Lane adjacent to the Gap, New York City, NY 10038-4154",Hotwire.com,671,4.5,290,208-549
Hotel Mulberry,12/9/2017,12/10/2017,2,1,"52 Mulberry St, New York City, NY 10013-4315",Travelocity,596,4.5,309,184-375
Four Points by Sheraton New York Downtown,12/9/2017,12/10/2017,2,1,"6 Platt St, New York City, NY 10038-4807",Booking.com,246,4,329,134-444
W New York - Downtown,12/9/2017,12/10/2017,2,1,"8 Albany Street, New York City, NY 10006",WHotels.com,"1,184",4,409,192-631
SoHo Garden Hotel,12/9/2017,12/10/2017,2,1,"276 Canal St, New York City, NY 10013-3517",Hotwire.com,423,3.5,491,105-416
"Club Quarters Hotel, World Trade Center",12/9/2017,12/10/2017,2,1,"140 Washington Street, New York City, NY 10006",Travelocity,"1,516",4.5,296,149-382
World Center Hotel,12/9/2017,12/10/2017,2,1,"144 Washington Street, New York City, NY 10006-1030",Hotwire.com,945,4.5,296,150-420
Fairfield Inn New York Manhattan/Financial District,12/9/2017,12/10/2017,2,1,"161 Front Street, New York City, NY 10038",Hotwire.com,413,4,290,168-471
11 Howard,12/9/2017,12/10/2017,2,1,"11 Howard St, New York City, NY 10013-3111",Travelocity,543,4.5,459,291-1749
Sheraton Tribeca New York Hotel,12/9/2017,12/10/2017,2,1,"370 Canal Street, New York City, NY 10013-2206",Travelocity,"2,003",4,319,136-473
Hilton Garden Inn New York/Tribeca,12/9/2017,12/10/2017,2,1,"39 Avenue of the Americas, New York City, NY 10013-2201",GardenInn.com,"1,467",4,368,125-486
NOMO SOHO Hotel,12/9/2017,12/10/2017,2,1,"9 Crosby Street, New York City, NY 10013",Preferred Hotels,"1,053",4,446,236-622
Holiday Inn Manhattan - Financial District,12/9/2017,12/10/2017,2,1,"99 Washington Street, New York City, NY 10006-1805",HolidayInn.com,"1,316",4,304,144-387
Andaz Wall Street,12/9/2017,12/10/2017,2,1,"75 Wall Street, Entrance on Water Street, New York City, NY 10005-2833",Prestigia.com,"2,996",4.5,327,177-582
The Leon Hotel,12/9/2017,12/10/2017,2,1,"125 Canal St, New York City, NY 10002-5049",Booking.com,397,4.5,357,151-462
Solita Soho Hotel,12/9/2017,12/10/2017,2,1,"159 Grand St, New York City, NY 10013-3119",Booking.com,481,4,369,140-386
Soho Grand Hotel,12/9/2017,12/10/2017,2,1,"310 West Broadway, New York City, NY 10013-2225",Hotwire.com,"3,019",4,422,264-673
Wyndham Garden Chinatown,12/9/2017,12/10/2017,2,1,"93 Bowery, New York City, NY 10002-4915",Booking.com,"1,582",4.5,399,151-436
The James New York - SoHo,12/9/2017,12/10/2017,2,1,"27 Grand St., New York City, NY 10013-1618",The James New York,"1,432",4.5,515,298-647
Hampton Inn Manhattan-SoHo,12/9/2017,12/10/2017,2,1,"54 Watts St, New York City, NY 10013",Orbitz.com,"1,717",4,349,156-414
Sohotel,12/9/2017,12/10/2017,2,1,"341 Broome St, New York City, NY 10013-4236",Booking.com,"1,302",3.5,379,117-422
The Nolitan Hotel,12/9/2017,12/10/2017,2,1,"30 Kenmare St, New York City, NY 10012-4613",Hotwire.com,957,4.5,510,241-557
SIXTY SoHo,12/9/2017,12/10/2017,2,1,"60 Thompson St, New York City, NY 10012-4308",Booking.com,985,4.5,585,318-781
Arlo SoHo,12/9/2017,12/10/2017,2,1,"231 Hudson St, New York City, NY 10013-1412",Booking.com,642,4.5,359,158-453
Hampton Inn Manhattan / Downtown - Financial District,12/9/2017,12/10/2017,2,1,"32 Pearl St, New York City, NY 10004-2111",Booking.com,579,4,350,148-438
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,12/9/2017,12/10/2017,2,1,"6 Water Street, New York City, NY 10004",Booking.com,28,4.5,297,160-437
"The Ritz-Carlton New York, Battery Park",12/9/2017,12/10/2017,2,1,"2 West St, New York City, NY 10004-1074",Hotwire.com,"2,228",4.5,655,399-996
Trump SoHo New York,12/9/2017,12/10/2017,2,1,"246 Spring Street, New York City, NY 10013-1521",TrumpHotels.com,"3,139",4.5,525,317-716
The Mercer Hotel,12/9/2017,12/10/2017,2,1,"147 Mercer St, at Prince St, New York City, NY 10012-3203",Booking.com,300,4.5,715,616-1083
Doubletree Hotel Metropolitan - New York City,12/9/2017,12/10/2017,2,1,"569 Lexington Ave, at East 51st Street, New York City, NY 10022-7562",Doubletree.com,"4,915",3.5,369,131-475
DoubleTree Suites by Hilton Hotel New York City - Times Square,12/9/2017,12/10/2017,2,1,"1568 Broadway, 47th Street, New York City, NY 10036-8201",Doubletree.com,"8,166",4.5,693,192-650
The Lucerne Hotel,12/9/2017,12/10/2017,2,1,"201 West 79th Street, New York City, NY 10024-6200",Booking.com,"2,429",4.5,327,201-539
Grand Hyatt New York,12/9/2017,12/10/2017,2,1,"109 East 42nd Street, Park Avenue at Grand Central Terminal, New York City, NY 10017-8500",Hyatt.com,"8,948",4,404,190-521
YOTEL New York at Times Square West,12/9/2017,12/10/2017,2,1,"570 10th Avenue, (West 42nd Street), New York City, NY 10036-3001",Booking.com,"11,085",4.5,341,142-408
W New York - Times Square,12/9/2017,12/10/2017,2,1,"1567 Broadway at 47th St, New York City, NY 10036-1517",Priceline,"4,328",4,564,249-661
Paramount Hotel Times Square New York,12/9/2017,12/10/2017,2,1,"235 W 46th Street, Between Broadway & 8th Avenue, New York City, NY 10036-1409",Booking.com,"4,612",3.5,396,127-443
Wellington Hotel,12/9/2017,12/10/2017,2,1,"871 7th Avenue at W 55th St, New York City, NY 10019",Booking.com,"6,992",3.5,332,117-411
The Watson Hotel,12/9/2017,12/10/2017,2,1,"440 West 57th Street, New York City, NY 10019-3013",Travelocity,"4,401",3.5,327,125-379
New York Marriott Marquis,12/9/2017,12/10/2017,2,1,"1535 Broadway, At 45th Street, New York City, NY 10036",Booking.com,"11,259",4,814,305-747
Row NYC Hotel,12/9/2017,12/10/2017,2,1,"700 8th Avenue, New York City, NY 10036-3901",Booking.com,"19,388",3.5,422,127-399
NYLO New York City,12/9/2017,12/10/2017,2,1,"2178 Broadway, at W 77th Street, New York City, NY 10024-6647",Expedia.com,"5,405",4,439,182-550
Warwick New York,12/9/2017,12/10/2017,2,1,"65 West 54th Street, New York City, NY 10019-5404",Hotwire.com,"4,418",4.5,569,225-605
The New Yorker A Wyndham Hotel,12/9/2017,12/10/2017,2,1,"481 8TH Avenue, New York City, NY 10001-1809",Agoda.com,"11,632",4,386,158-429
Sofitel New York,12/9/2017,12/10/2017,2,1,"45 West 44th Street, New York City, NY 10036-6613",Booking.com,"6,594",4.5,569,264-1101
InterContinental New York Barclay,12/9/2017,12/10/2017,2,1,"111 E 48th St, New York City, NY 10017-1222",InterContinental,"1,161",4.5,387,215-665
Park Central Hotel New York,12/9/2017,12/10/2017,2,1,"870 Seventh Avenue at 56th Street, New York City, NY 10019",Expedia.com,"4,821",4,491,158-486
Pod 51 Hotel,12/9/2017,12/10/2017,2,1,"230 East 51st Street, New York City, NY 10022-6571",Expedia.com,"4,961",4,295,104-308
The Belvedere,12/9/2017,12/10/2017,2,1,"318 W 48th Street, New York City, NY 10036-1331",Expedia.com,"5,462",4,439,155-470
Hilton Garden Inn Times Square,12/9/2017,12/10/2017,2,1,"790 Eighth Avenue, New York City, NY 10019-7568",HotelQuickly,"7,281",4.5,510,158-512
New York Hilton Midtown,12/9/2017,12/10/2017,2,1,"1335 Avenue of the Americas, 6th Avenue at 54th Street, New York City, NY 10019-6078",HotelsClick,"10,504",3.5,406,230-626
Millennium Broadway New York Times Square,12/9/2017,12/10/2017,2,1,"145 West 44th street, New York City, NY 10036-4012",AMOMA,"5,390",4,414,198-555
Hotel Beacon,12/9/2017,12/10/2017,2,1,"2130 Broadway at 75th Street, New York City, NY 10023",AMOMA,"3,665",4.5,394,178-677
Crowne Plaza Times Square Manhattan,12/9/2017,12/10/2017,2,1,"1605 Broadway, between 48th and 49th Street, New York City, NY 10019-7406",Cancelon,"9,780",4,589,189-578
Hilton Garden Inn New York/Midtown Park Ave,12/9/2017,12/10/2017,2,1,"45 E 33rd St, New York City, NY 10016-5336",GardenInn.com,"1,088",4.5,469,153-516
Fifty NYC–an Affinia hotel,12/9/2017,12/10/2017,2,1,"155 East 50th Street, New York City, NY 10022-9503",Booking.com,"1,382",4.5,487,191-574
Hilton New York Grand Central,12/9/2017,12/10/2017,2,1,"E 42nd St, New York City, NY 10017-5905",Hilton.com,"2,511",4,373,107-431
The Time New York,12/9/2017,12/10/2017,2,1,"224 W 49th St, New York City, NY 10019-7405",TheTimeNY.com,448,4.5,619,191-610
The London NYC,12/9/2017,12/10/2017,2,1,"151 West 54th Street, New York City, NY 10019-5302",Booking.com,"3,582",4.5,699,403-836
Novotel New York Times Square,12/9/2017,12/10/2017,2,1,"226 W 52nd Street, New York City, NY 10019-5802",Booking.com,"5,551",4.5,539,188-547
Dream Downtown,12/9/2017,12/10/2017,2,1,"355 West 16th Street, Near 9th Ave, New York City, NY 10011-5902",Expedia.com,"3,612",4.5,425,264-590
The Westin New York at Times Square,12/9/2017,12/10/2017,2,1,"270 West 43rd Street, At 8th Avenue, New York City, NY 10036-3912",Booking.com,"2,679",4,584,240-656
Residence Inn New York Manhattan/Times Square,12/9/2017,12/10/2017,2,1,"1033 Avenue of the Americas, New York City, NY 10018",Booking.com,"2,422",4.5,589,228-652
Millennium Hilton New York One UN Plaza,12/9/2017,12/10/2017,2,1,"One United Nations Plaza, 44th Street, New York City, NY 10017-3515",Priceline,368,4,459,204-615
"The Standard, East Village",12/9/2017,12/10/2017,2,1,"25 Cooper Sq, New York City, NY 10003-7107",Priceline,711,4.5,449,299-615
JW Marriott Essex House New York,12/9/2017,12/10/2017,2,1,"160 Central Park S, New York City, NY 10019-1502",Expedia.com,"1,793",4,1119,361-984
Omni Berkshire Place,12/9/2017,12/10/2017,2,1,"21 E 52nd St, at Madison Ave, New York City, NY 10022-5389",Booking.com,"3,986",4.5,521,255-716
The Jewel facing Rockefeller Center,12/9/2017,12/10/2017,2,1,"11 West 51 Street, New York City, NY 10019-6994",Booking.com,"1,919",4.5,440,152-521
Holiday Inn Express New York City - Chelsea,12/9/2017,12/10/2017,2,1,"232 West 29th Street, New York City, NY 10001-5201",Booking.com,"2,053",4,424,148-416
Doubletree By Hilton - Times Square South,12/9/2017,12/10/2017,2,1,"341 West 36th Street, New York City, NY 10018-6401",Orbitz.com,"1,967",3.5,382,134-438
Hotel Edison Times Square,12/9/2017,12/10/2017,2,1,"228 West 47th Street, Between Broadway and 8 Avenue, New York City, NY 10036-1401",HotelQuickly,"9,819",3.5,320,146-453
Hotel Mela,12/9/2017,12/10/2017,2,1,"120 West 44th St, New York City, NY 10036-4050",Elvoline,"4,112",4,529,165-419
Distrikt Hotel New York City,12/9/2017,12/10/2017,2,1,"342 West 40th Street, New York City, NY 10018-1404",AMOMA,"5,398",4.5,351,190-505
La Quinta Inn & Suites Far Rockaway - JFK Airport,12/9/2017,12/10/2017,2,1,"4317 Rockaway Beach Blvd, Far Rockaway, NY 11691-1204",La Quinta,67,3.5,149,135-197
La Quinta Inn & Suites Brooklyn East,12/9/2017,12/10/2017,2,1,"1412 Pitkin Ave, Brooklyn, NY 11233-5110",Booking.com,43,4,199,173-301
Giorgio Hotel,12/9/2017,12/10/2017,2,1,"38-60 13th Street, Long Island City, NY 11101",TripAdvisor,1,5,150,61-174
Home2 Suites by Hilton New York Long Island City/ Manhattan View,12/9/2017,12/10/2017,2,1,"39-06 30th St, Long Island City, NY 11101-2806",,"1,088",4.5,272,166-348
Comfort Inn Staten Island,12/9/2017,12/10/2017,2,1,"310 Wild Ave, Staten Island, NY 10314-4710",ComfortInn,353,4,88,95-211
Best Western JFK Airport Hotel,12/9/2017,12/10/2017,2,1,"14425 153rd Ln, Jamaica, NY 11434-4203",BestWestern.com,915,3.5,184,153-261
DoubleTree by Hilton Hotel Nanuet,12/9/2017,12/10/2017,2,1,"425 E Route 59, Nanuet, NY 10954-2908",Doubletree.com,457,4.5,127,111-204
Wyndham Garden Brooklyn Sunset Park,12/9/2017,12/10/2017,2,1,"457 39th St, Brooklyn, NY 11232-2909",AMOMA,246,4,235,147-319
Henry Norman Hotel,12/9/2017,12/10/2017,2,1,"251 N Henry St, Brooklyn, NY 11222-1939",Booking.com,669,5,299,215-419
Courtyard by Marriott Tarrytown Westchester County,12/9/2017,12/10/2017,2,1,"475 White Plains Rd, Tarrytown, NY 10591-4904",TripAdvisor,625,4.5,121,127-243
Best Western Plus Morristown Inn,12/9/2017,12/10/2017,2,1,"270 South St, Morristown, NJ 07960-6019",BestWestern.com,387,4.5,140,127-239
Marco LaGuardia Hotel by Lexington,12/9/2017,12/10/2017,2,1,"13707 Northern Blvd, Flushing, NY 11354-4116",Booking.com,434,4,179,183-285
The William Vale,12/9/2017,12/10/2017,2,1,"111 North 12th Street, Brooklyn, NY 11249",Booking.com,398,4.5,499,293-859
Hampton Inn & Suites Newark-Harrison-Riverwalk,12/9/2017,12/10/2017,2,1,"100 Passaic Ave, Harrison, NJ 07029-1318",Hampton.com,979,4.5,144,134-221
Avenue Plaza Hotel,12/9/2017,12/10/2017,2,1,"4624 13th Ave, Brooklyn, NY 11219-2630",,47,4.5,347,230-552
Garden City Hotel,12/9/2017,12/10/2017,2,1,"45 7th St, Garden City, NY 11530-2890",,571,4.5,314,219-399
LaGuardia Plaza Hotel - New York,12/9/2017,12/10/2017,2,1,"10404 Ditmars Blvd, East Elmhurst, NY 11369-1665",AMOMA,"1,012",3.5,183,190-258
Days Inn Brooklyn Borough Park,12/9/2017,12/10/2017,2,1,"1766 East 49th Street, Brooklyn, NY 11234",Booking.com,11,3.5,179,121-220
Quality Inn Woodside,12/9/2017,12/10/2017,2,1,"5305 Queens Blvd, Woodside, NY 11377-4641",Hotels.com,389,3.5,843,822-875
Holiday Inn Express At JFK,12/9/2017,12/10/2017,2,1,"15370 S Conduit Ave, Jamaica, NY 11434-4237",Expedia.com,895,3.5,190,171-274
Holiday Inn Express LaGuardia Airport,12/9/2017,12/10/2017,2,1,"113-10 Horace Harding Expressway, Flushing, NY 11368",Booking.com,249,4,219,207-285
Howard Johnson Inn Jamaica JFK Airport NYC,12/9/2017,12/10/2017,2,1,"15395 Rockaway Blvd, Jamaica, NY 11434-3635",Booking.com,650,3,151,144-222
W Hoboken,12/9/2017,12/10/2017,2,1,"225 River St, Hoboken, NJ 07030-4772",Expedia.com,"1,205",4.5,305,213-521
Shkolnick Motel,12/9/2017,12/10/2017,2,1,"273 Avenue P, Brooklyn, NY 11204-4152",,0,-1,311,300-600
Hilton Brooklyn New York,12/9/2017,12/10/2017,2,1,"140 Schermerhorn St, Brooklyn, NY 11201-5987",Expedia.com,309,4.5,242,158-430
Staten Island New York Hotel,12/9/2017,12/10/2017,2,1,"300 Wild Avenue, Staten Island, NY 10314",Booking.com,5,4,116,123-204
Dolce Basking Ridge,12/9/2017,12/10/2017,2,1,"300 N Maple Ave, Basking Ridge, NJ 07920-1043",Booking.com,803,4,211,173-275
Crowne Plaza JFK Airport New York City,12/9/2017,12/10/2017,2,1,"13810 135th Ave, Jamaica, NY 11436-2102",Booking.com,736,4,211,179-282
Comfort Inn JFK Airport,12/9/2017,12/10/2017,2,1,"14436 153rd Ln, Jamaica, NY 11434-4204",Orbitz.com,310,3,171,89-199
Best Western Queens Court Hotel,12/9/2017,12/10/2017,2,1,"13351 39th Ave, Flushing, NY 11354-4432",BestWestern.com,222,3.5,130,130-215
Super 8 Bronx,12/9/2017,12/10/2017,2,1,"1145 Southern Blvd, Bronx, NY 10459-1901",,136,4,145,137-151
Union Hotel,12/9/2017,12/10/2017,2,1,"611 Degraw St, Brooklyn, NY 11217-3120",TripAdvisor,403,3,190,89-224
Sheraton Brooklyn New York Hotel,12/9/2017,12/10/2017,2,1,"228 Duffield Street, Brooklyn, NY 11201-5303",Booking.com,"1,158",3.5,279,153-392
"The Ritz-Carlton New York, Westchester",12/9/2017,12/10/2017,2,1,"3 Renaissance Square, White Plains, NY 10601-3001",Travelocity,602,4.5,299,320-517
Courtyard New York LaGuardia Airport,12/9/2017,12/10/2017,2,1,"9010 Ditmars Blvd, East Elmhurst, NY 11369-1133",Expedia.com,577,4,159,183-298
Oasis Motel,12/9/2017,12/10/2017,2,1,"12091 Flatlands Avenue, Brooklyn, NY 11207",Expedia.com,32,3,329,348-384
Adria Hotel And Conference Center,12/9/2017,12/10/2017,2,1,"221-17 Northern Blvd, Bayside, NY 11361-3600",Booking.com,231,4,149,131-194
Howard Johnson Bronx Near Stadium,12/9/2017,12/10/2017,2,1,"1300 Sedgwick Ave, Bronx, NY 10452-1417",,191,3,171,150-300
The Rockaway House Hotel,12/9/2017,12/10/2017,2,1,"75 Cooper st, Brooklyn, NY 11207",Expedia.com,1,1,143,100-160
1 Hotel Brooklyn Bridge,12/9/2017,12/10/2017,2,1,"60 Furman St, Brooklyn, NY 11201-1325",Travelocity,465,4.5,479,315-751
Hilton Garden Inn Long Island City Queensboro Bridge,12/9/2017,12/10/2017,2,1,"29-21 41st Avenue, Long Island City, NY 11101",GardenInn.com,779,4.5,269,108-325
Red Carpet Inn Brooklyn,12/9/2017,12/10/2017,2,1,"536 39th Street, Brooklyn, NY 11232-3002",Orbitz.com,19,2.5,189,150-400
Comfort Inn,12/9/2017,12/10/2017,2,1,"4224 Crescent St, Long Island City, NY 11101-4217",ComfortInn,524,4,170,132-225
La Quinta Inn & Suites Brooklyn Central,12/9/2017,12/10/2017,2,1,"1229 Atlantic Ave., Brooklyn, NY 11216",Booking.com,15,3,179,126-243
Sleep Inn Brooklyn Downtown,12/9/2017,12/10/2017,2,1,"134 22nd St, Brooklyn, NY 11232-1106",Hotels.com,200,3.5,152,145-231
Days inn Brooklyn Crown Heights,12/9/2017,12/10/2017,2,1,"1691 East New York Ave, Brooklyn, NY 11212",Booking.com,25,2.5,169,116-225
Hotel BPM Brooklyn,12/9/2017,12/10/2017,2,1,"139 33rd St, Brooklyn, NY 11232",TripAdvisor,769,4,160,95-229
Aloft Long Island City - Manhattan View,12/9/2017,12/10/2017,2,1,"2745 Jackson Ave, Long Island City, NY 11101-2917",,65,4,243,134-323
Hampton Inn Carlstadt-At The Meadowlands,12/9/2017,12/10/2017,2,1,"304 Paterson Plank Rd, Carlstadt, NJ 07072-2309",Hampton.com,959,4.5,219,116-233
Hotel de Point,12/9/2017,12/10/2017,2,1,"2007 127th St, Flushing, NY 11356-2321",Booking.com,296,4,161,133-325
Howard Johnson Long Island City,12/9/2017,12/10/2017,2,1,"3861 12th St, Long Island City, NY 11101-6115",Booking.com,862,3.5,168,118-265
Hilton Garden Inn Lakewood,12/9/2017,12/10/2017,2,1,"1885 Highway 70, Lakewood, NJ 08701-7394",GardenInn.com,793,4.5,199,130-263
Best Western Premier NYC Gateway Hotel,12/9/2017,12/10/2017,2,1,"2650 Paterson Plank Road, North Bergen, NJ 7047",Expedia.com,120,4.5,175,148-296
Motel 6 Long Island City - Queens,12/9/2017,12/10/2017,2,1,"2632 Skillman Ave, Long Island City, NY 11101-4433",Booking.com,25,4,150,108-196
The Condor Hotel,12/9/2017,12/10/2017,2,1,"56 Franklin Ave, Brooklyn, NY 11205-1504",Booking.com,"1,022",4.5,213,154-356
Holiday Inn L.I. City - Manhattan View,12/9/2017,12/10/2017,2,1,"3905 29th St, Long Island City, NY 11101-3707",HolidayInn.com,886,4,251,122-287
Red Lion Inn and Suites Brooklyn,12/9/2017,12/10/2017,2,1,"279 Butler Street, Brooklyn, NY 11217",TripAdvisor,175,3.5,174,145-303
Holiday Inn LaGuardia Airport,12/9/2017,12/10/2017,2,1,"3710 114th St, Corona, NY 11368-1443",HolidayInn.com,371,3.5,144,167-296
New York Marriott at the Brooklyn Bridge,12/9/2017,12/10/2017,2,1,"333 Adams St, Brooklyn, NY 10036-1520",Marriott Hotels,"2,067",4,332,194-579
Homewood Suites by Hilton Edgewater - NYC Area,12/9/2017,12/10/2017,2,1,"10 The Promenade, Edgewater, NJ 07020-2128",Homewood,872,4.5,178,173-273
Sonesta ES Suites Princeton,12/9/2017,12/10/2017,2,1,"4375 US Route 1 South, Princeton, NJ 08540",Hotwire.com,683,4.5,129,136-216
New York LaGuardia Airport Marriott,12/9/2017,12/10/2017,2,1,"10205 Ditmars Blvd, East Elmhurst, NY 11369-1327",Marriott Hotels,537,3.5,175,196-333
Howard Johnson Brooklyn,12/9/2017,12/10/2017,2,1,"524 Rockaway Ave, Brooklyn, NY 11212-5636",Hotels.com,35,2,687,461-873
Howard Johnson Jamaica NY Near Airtrain JFK,12/9/2017,12/10/2017,2,1,"13909 Archer Ave, Jamaica, NY 11435-4304",TripAdvisor,439,3.5,300,129-574
Comfort Inn & Suites Ozone Park,12/9/2017,12/10/2017,2,1,"13730 Redding St, Ozone Park, NY 11417-2806",,161,3,211,160-263
Boro Hotel,12/9/2017,12/10/2017,2,1,"3828 27th St, 39th Avenue & 38th Avenue, Long Island City, NY 11101-2702",Booking.com,610,4.5,314,136-337
Hampton Inn & Suites Robbinsville,12/9/2017,12/10/2017,2,1,"153 W Manor Way, Robbinsville, NJ 08691-2312",Booking.com,464,4.5,93,105-181
Hotel Lynx,12/9/2017,12/10/2017,2,1,"1420 Atlantic Ave, Brooklyn, NY 11216-2812",,122,3.5,178,109-269
Hampton Inn & Suites Yonkers,12/9/2017,12/10/2017,2,1,"160 Corporate Dr, Yonkers, NY 10701-6813",Hampton.com,991,4.5,118,129-225
Residence Inn By Marriott New York The Bronx at Metro Center Atrium,12/9/2017,12/10/2017,2,1,"1776 Eastchester Road, Bronx, NY 10461",Residence Inn,353,5,219,215-360
Holiday Inn New York JFK Airport Area,12/9/2017,12/10/2017,2,1,"154-71 Brookville Boulevard Rosedale, Jamaica, NY 11422",Booking.com,358,3.5,171,149-258
Americas Best Value Inn Brooklyn,12/9/2017,12/10/2017,2,1,"1705 Linden Blvd, Brooklyn, NY 11212-6907",Hotels.com,11,2.5,134,93-199
"Langham Place, Fifth Avenue",12/9/2017,12/10/2017,2,1,"400 Fifth Avenue, New York City, NY 10018-2753",Booking.com,"2,277",4.5,829,400-1197
The Paper Factory Hotel,12/9/2017,12/10/2017,2,1,"3706 36th St, Long Island City, NY 11101-1604",Official Hotel,717,4,246,122-432
BKLYN House,12/9/2017,12/10/2017,2,1,"9 Beaver St, Brooklyn, NY 11206-4538",Booking.com,380,4,212,120-299
Comfort Inn Brooklyn City Center,12/9/2017,12/10/2017,2,1,"599 Utica Ave, Brooklyn, NY 11203-1916",Hotels.com,74,3,171,141-286
Hampton Inn & Suites Fairfield,12/9/2017,12/10/2017,2,1,"118 US Highway 46, Fairfield, NJ 07004-3217",Booking.com,540,4.5,219,191-300
Imperial Hotel,12/9/2017,12/10/2017,2,1,"2550 E New York Ave, Brooklyn, NY 11207-2323",,11,2,222,190-450
Hyatt Place Flushing/LaGuardia Airport,12/9/2017,12/10/2017,2,1,"13342 39th Ave, Flushing, NY 11354-4515",AMOMA,634,4.5,247,206-492
Homewood Suites Dover-Rockaway,12/9/2017,12/10/2017,2,1,"2 Commerce Center Dr, Dover, NJ 07801-5779",Homewood,506,4.5,103,115-247
Comfort Inn & Suites Airport,12/9/2017,12/10/2017,2,1,"6030 Maurice Ave, Maspeth, NY 11378-1226",ComfortInn,162,3.5,165,127-239
Hampton Inn & Suites Staten Island,12/9/2017,12/10/2017,2,1,"1120 South Ave, Staten Island, NY 10314-3410",Hampton.com,756,4,169,132-207
"Viana Hotel & Spa, BW Premier Collection",12/9/2017,12/10/2017,2,1,"3998 Brush Hollow Road, Westbury, NY 11590",Booking.com,731,4.5,189,130-265
Hyatt Regency Jersey City,12/9/2017,12/10/2017,2,1,"2 Exchange Pl, Jersey City, NJ 07302-3901",Hyatt.com,"2,868",4.5,254,199-480
Holiday Inn Express Queens - Maspeth,12/9/2017,12/10/2017,2,1,"5940 55th Rd, Maspeth, NY 11378",HIExpress.com,225,3.5,183,185-250
Best Western Long Island City,12/9/2017,12/10/2017,2,1,"3805 Hunters Point Ave, Long Island City, NY 11101-1915",,600,3.5,178,150-300
Best Western Plus La Guardia Airport Hotel Queens,12/9/2017,12/10/2017,2,1,"112-26 Roosevelt Avenue, Corona, NY 11368-2624",BestWestern.com,347,4,148,139-234
Super Lake Hotel,12/9/2017,12/10/2017,2,1,"36-31 Prince St, Flushing, NY 11354-4008",Priceline,66,3,491,130-856
Galaxy Motel,12/9/2017,12/10/2017,2,1,"860 Pennsylvania Ave, Brooklyn, NY 11207-8422",Travelocity,26,2.5,157,146-176
EVEN Hotel Brooklyn,12/9/2017,12/10/2017,2,1,"46 Nevins St, Brooklyn, NY 11217-1020",Even Hotels,328,4.5,243,150-363
Holiday Inn Express Staten Island West,12/9/2017,12/10/2017,2,1,"300 Wild Ave, Staten Island, NY 10314-4710",Booking.com,373,4,153,129-237
Nesva Hotel,12/9/2017,12/10/2017,2,1,"3912 29th St, Long Island City, NY 11101-3708",Booking.com,507,4,169,114-247
Motel 6 Long Island City NY,12/9/2017,12/10/2017,2,1,"2632 Skillman Ave, Long Island City, NY 11101-4433",,8,4,136,125-153
